Source	URL	Bias	Score
Mixi.Media	https://mediabiasfactcheck.com/mixi-media/	QS	7.5
PragerU	https://mediabiasfactcheck.com/prageru/	QS	8.25
Lozier Institute	https://mediabiasfactcheck.com/lozier-institute/	R	7.5
Free West Media	https://mediabiasfactcheck.com/free-west-media/	R	6.75
1600 Daily	https://mediabiasfactcheck.com/1600-daily/	R	6.5
Accuracy in Media	https://mediabiasfactcheck.com/accuracy-in-media-aim/	R	7.75
Against Crony Capitalism	https://mediabiasfactcheck.com/against-crony-capitialism/	R	6.5
Allen B. West	https://mediabiasfactcheck.com/allen-b-west/	R	7.5
American Enterprise Institute	https://mediabiasfactcheck.com/american-enterprise-institute/	R	6
American for Prosperity	https://mediabiasfactcheck.com/americans-for-prosperity/	R	7.75
American Spectator	https://mediabiasfactcheck.com/american-spectator/	R	6.75
American Web Media (AWM)	https://mediabiasfactcheck.com/american-web-media-awm/	R	5.25
Ammoland	https://mediabiasfactcheck.com/ammoland/	R	6.25
Being Libertarian	https://mediabiasfactcheck.com/being-libertarian/	R	5.25
Big Government News	https://mediabiasfactcheck.com/big-government-news/	R	6.5
BizPac Review	https://mediabiasfactcheck.com/blue-lives-matter/	R	7
Blue Lives Matter	https://mediabiasfactcheck.com/blue-lives-matter/	R	6.5
Breitbart	https://mediabiasfactcheck.com/breitbart/	R	7.5
Campign Life Coalition	https://mediabiasfactcheck.com/campaign-life-coalition/	R	8
Chicks on the Right	https://mediabiasfactcheck.com/chicks-on-the-right/	R	7
Christian Post	https://mediabiasfactcheck.com/christian-post/	R	6.5
Chronicles Magazine	https://mediabiasfactcheck.com/chronicles-magazine-rockford/	R	7
Citizens United	https://mediabiasfactcheck.com/citizens-united/	R	7
City Journal	https://mediabiasfactcheck.com/city-journal/	R	6
Cold Dead Hands	https://mediabiasfactcheck.com/cold-dead-hands/	R	7.5
Commentary Magazine	https://mediabiasfactcheck.com/commentary-magazine/	R	5.25
Conservative Base	https://mediabiasfactcheck.com/conservative-base/	R	7.5
Conservative Daily News	https://mediabiasfactcheck.com/conservative-daily-news/	R	7.5
Conservative HQ	https://mediabiasfactcheck.com/conservative-hq/	R	7.75
Conservative Outfitters	https://mediabiasfactcheck.com/conservative-outfitters/	R	7.75
Conservative Review	https://mediabiasfactcheck.com/conservative-review/	R	7.25
Controversial Times	https://mediabiasfactcheck.com/controversial-times/	R	7.75
Crime Prevention Research Center	https://mediabiasfactcheck.com/crime-prevention-research-center/	R	7
CSC Mediagroup USA	https://mediabiasfactcheck.com/csc-mediagroup-usa/	R	7.75
Daily Caller	https://mediabiasfactcheck.com/daily-caller/	R	7.5
Daily Express	https://mediabiasfactcheck.com/daily-express/	R	5.5
Daily Liberator	https://mediabiasfactcheck.com/the-daily-liberator/	R	6
Daily Sabah	https://mediabiasfactcheck.com/daily-sabah/	R	6
Daily Signal	https://mediabiasfactcheck.com/daily-signal/	R	7.5
DC Statesman	https://mediabiasfactcheck.com/dc-statesman/	R	7.75
Debate Post	https://mediabiasfactcheck.com/debate-post/	R	5
Disobedient Media	https://mediabiasfactcheck.com/disobedient-media/	R	7
Facts and Logic about the Middle East	https://mediabiasfactcheck.com/facts-and-logic-about-the-middle-east-flame/	R	6.75
Family Security Matters	https://mediabiasfactcheck.com/family-security-matters/	R	7.5
Federalist Press	https://mediabiasfactcheck.com/federalist-press/	R	7.75
Fox News	https://mediabiasfactcheck.com/fox-news/	R	6.75
FreedomWorks	https://mediabiasfactcheck.com/freedom-works/	R	7
Future in America	https://mediabiasfactcheck.com/future-in-america/	R	7.25
Gatestone Institute	https://mediabiasfactcheck.com/gatestone-institute/	R	7.25
GOP.com	https://mediabiasfactcheck.com/gop-com/	R	6.5
Government Accountablity Institute	https://mediabiasfactcheck.com/government-accountability-institute/	R	6.75
Heat Street	https://mediabiasfactcheck.com/heat-street/	R	7
Heritage Foundation	https://mediabiasfactcheck.com/heritage-foundation/	R	7.5
Hot Air	https://mediabiasfactcheck.com/hot-air/	R	6.25
Hudson Institute	https://mediabiasfactcheck.com/hudson-institute/	R	6.75
Human Events	https://mediabiasfactcheck.com/human-events/	R	6.75
Independent Journal Review	https://mediabiasfactcheck.com/independent-journal-review/	R	7
Independent Sentinel	https://mediabiasfactcheck.com/independent-sentinel/	R	7.75
Jewish World Review	https://mediabiasfactcheck.com/jewish-world-review/	R	6.5
Judicial Crisis Network	https://mediabiasfactcheck.com/judicial-crisis-network/	R	7
Knox Report	https://mediabiasfactcheck.com/knox-report/	R	7.5
Legal Insurrection	https://mediabiasfactcheck.com/legal-insurrection/	R	7
Liberty Hangout	https://mediabiasfactcheck.com/liberty-hangout/	R	7
Liberty News	https://mediabiasfactcheck.com/liberty-news/	R	7
Liberty Talk.fm	https://mediabiasfactcheck.com/libertytalk-fm/	R	8
Liberty Unyeilding	https://mediabiasfactcheck.com/liberty-unyielding/	R	8
Life News	https://mediabiasfactcheck.com/life-news/	R	7.75
Lifezette	https://mediabiasfactcheck.com/lifezette/	R	7.5
Louder with Crowder	https://mediabiasfactcheck.com/louder-with-crowder/	R	8
Manchester Union leader	https://mediabiasfactcheck.com/manchester-union-leader/	R	5.5
Media Research Center (MRC	https://mediabiasfactcheck.com/media-research-center-mrc/	R	6.75
National Review	https://mediabiasfactcheck.com/national-review/	R	6.5
National Rifle Association	https://mediabiasfactcheck.com/national-rifle-association-nra/	R	7.75
New Revolution Now	https://mediabiasfactcheck.com/new-revolution-now/	R	5.5
Newsbusters	https://mediabiasfactcheck.com/newsbusters/	R	7.75
Newsmax	https://mediabiasfactcheck.com/newsmax/	R	6.5
Next News Network	https://mediabiasfactcheck.com/next-news-network/	R	7.5
Numbers USA	https://mediabiasfactcheck.com/numbers-usa/	R	6.75
One America News Network	https://mediabiasfactcheck.com/one-america-news-network/	R	7
OneNewsNow	https://mediabiasfactcheck.com/onenewsnow/	R	7
PJ Media	https://mediabiasfactcheck.com/pj-media/	R	7.5
Policy Review	https://mediabiasfactcheck.com/policy-review/	R	6
Political Insider	https://mediabiasfactcheck.com/political-insider/	R	7.75
Politichicks	https://mediabiasfactcheck.com/politichicks/	R	8
Powerline	https://mediabiasfactcheck.com/power-line/	R	7.5
Project Veritas	https://mediabiasfactcheck.com/project-veritas/	R	7.25
Red Alert Politics	https://mediabiasfactcheck.com/red-alert-politics/	R	6.5
Red Flag News	https://mediabiasfactcheck.com/red-flag-news/	R	7.5
Red State	https://mediabiasfactcheck.com/red-state/	R	7
Regated News	https://mediabiasfactcheck.com/regated-news/	R	8
Resistance Media	https://mediabiasfactcheck.com/resistance-media/	R	8
Secure America Now	https://mediabiasfactcheck.com/secure-america-now/	R	6.5
Silence is Consent	https://mediabiasfactcheck.com/silence-is-consent/	R	8
Spiked Magazine	https://mediabiasfactcheck.com/spiked-magazine/	R	5.75
Tea Party News (the Point)	https://mediabiasfactcheck.com/tea-party-news-tpnn/	R	7.75
Tea Party Patriots	https://mediabiasfactcheck.com/tea-party-patriots/	R	5.75
Tea Party Tribune	https://mediabiasfactcheck.com/tea-party-tribune/	R	7
The American Cause	https://mediabiasfactcheck.com/the-american-cause/	R	7
The Blacksphere	https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/	R	7
The Blaze	https://mediabiasfactcheck.com/the-blaze/	R	7.5
The College Fix	https://mediabiasfactcheck.com/the-college-fix/	R	7.25
The Daily Telegraph (AUS)	https://mediabiasfactcheck.com/the-daily-telegraph-australia/	R	5.75
The Daily Wire	https://mediabiasfactcheck.com/the-daily-wire/	R	7.75
The Federalist	https://mediabiasfactcheck.com/the-federalist/	R	7
The New American	https://mediabiasfactcheck.com/the-new-american/	R	6.75
The Patriot Post	https://mediabiasfactcheck.com/the-patriot-post/	R	6.75
The Post and Email	https://mediabiasfactcheck.com/the-post-email/	R	7.75
The Real Strategy	https://mediabiasfactcheck.com/the-real-strategy/	R	8
The Rebel	https://mediabiasfactcheck.com/the-rebel/	R	7.5
The Right Scoop	https://mediabiasfactcheck.com/the-right-scoop/	R	6.75
The Sun	https://mediabiasfactcheck.com/the-sun/	R	7
Toronto Sun	https://mediabiasfactcheck.com/toronto-sun/	R	6
Townhall	https://mediabiasfactcheck.com/townhall/	R	6.5
Tribunist	https://mediabiasfactcheck.com/tribunist/	R	7.25
Twitchy	https://mediabiasfactcheck.com/twitchy/	R	6
Unbiased America	https://mediabiasfactcheck.com/unbiased-america/	R	5.25
US Politics Info	https://mediabiasfactcheck.com/us-politics-info/	R	7.75
USA Politics Today	https://mediabiasfactcheck.com/usa-politics-today/	R	7
Vessel News	https://mediabiasfactcheck.com/vessel-news/	R	7
Washington Free Beacon	https://mediabiasfactcheck.com/washington-free-beacon/	R	6.75
Weasel Zippers	https://mediabiasfactcheck.com/weasel-zippers/	R	7.75
Weekly Standard	https://mediabiasfactcheck.com/weekly-standard/	R	5.5
Western Jounalism	https://mediabiasfactcheck.com/western-journalism/	R	7.5
World Net Daily	https://mediabiasfactcheck.com/world-net-daily-wnd/	R	7.75
Yellow Hammer News	https://mediabiasfactcheck.com/yellowhammer-news/	R	5.5
Young Conservatives	https://mediabiasfactcheck.com/young-conservatives/	R	8
World Tribune	https://mediabiasfactcheck.com/world-tribune/	R	5.5
The Ron Paul Institute	https://mediabiasfactcheck.com/the-ron-paul-institute/	R	5.75
Ron Paul Liberty Report	https://mediabiasfactcheck.com/ron-paul-liberty-report/	R	5.75
World Magazine	https://mediabiasfactcheck.com/world-magazine/	R	6.25
Daily Surge	https://mediabiasfactcheck.com/daily-surge/	R	7.5
Viva Liberty	https://mediabiasfactcheck.com/vivaliberty/	R	7.25
Life and About	https://mediabiasfactcheck.com/life-and-about/	R	7.75
Communities Digital News	https://mediabiasfactcheck.com/communities-digital-news/	R	7.75
Investors Business Daily	https://mediabiasfactcheck.com/investors-business-daily/	R	7.25
Public Interest Legal Foundation	https://mediabiasfactcheck.com/public-interest-legal-foundation/	R	6
Washington Examiner	https://mediabiasfactcheck.com/washington-examiner/	R	5.75
Clear Politics	https://mediabiasfactcheck.com/clear-politics/	R	7.75
The Truth About Guns	https://mediabiasfactcheck.com/the-truth-about-guns/	R	5.75
Conservatives Here	https://mediabiasfactcheck.com/conservatives-here/	R	7.75
DC Whispers	https://mediabiasfactcheck.com/dc-whispers/	R	7.5
iPatriot	https://mediabiasfactcheck.com/ipatriot/	R	6.25
Liberty Headlines	https://mediabiasfactcheck.com/liberty-headlines/	R	7.5
Media Circus	https://mediabiasfactcheck.com/media-circus/	R	7.75
Energy Citizens	https://mediabiasfactcheck.com/energy-citizens/	R	7
National Center for Public Policy Research	https://mediabiasfactcheck.com/national-center-public-policy-research-ncppr/	R	7
The Last Refuge	https://mediabiasfactcheck.com/the-last-refuge/	R	7.75
WestMonster	https://mediabiasfactcheck.com/westmonster/	R	7
American Legislative Exchange Council (ALEC)	https://mediabiasfactcheck.com/american-legislative-exchange-council-alec/	R	6.75
Big League Politics	https://mediabiasfactcheck.com/big-league-politics/	R	7
GOPUSA	https://mediabiasfactcheck.com/gopusa/	R	7.5
Alpha News	https://mediabiasfactcheck.com/alpha-news/	R	6.75
HermanCain.com	https://mediabiasfactcheck.com/hermancain-com/	R	7.5
Campus Reform	https://mediabiasfactcheck.com/campus-reform/	R	6.75
The Hayride	https://mediabiasfactcheck.com/the-hayride/	R	6.5
Restore American Glory	https://mediabiasfactcheck.com/restore-american-glory/	R	7
OpsLens	https://mediabiasfactcheck.com/opslens/	R	7.75
I Bleed Red White and Blue	https://mediabiasfactcheck.com/bleed-red-white-blue/	R	7.5
The RANTidote	https://mediabiasfactcheck.com/the-rantidote/	R	6.5
Cowger Nation	https://mediabiasfactcheck.com/cowger-nation/	R	7.5
Western Free Press	https://mediabiasfactcheck.com/western-free-press/	R	7.75
Capital Research Center	https://mediabiasfactcheck.com/capital-research-center/	R	6.75
Intellectual Takeout	https://mediabiasfactcheck.com/intellectual-takeout/	R	6.75
Patriot News Daily	https://mediabiasfactcheck.com/patriot-news-daily/	R	7.75
American Center for Law & Justice (ACLJ)	https://mediabiasfactcheck.com/american-center-law-justice-aclj/	R	7.75
Ethics & Religious Liberty Commission	https://mediabiasfactcheck.com/ethics-religious-liberty-commission-erlc/	R	7
Hillary Daily	https://mediabiasfactcheck.com/hillary-daily/	R	5.75
Church Militant	https://mediabiasfactcheck.com/church-militant/	R	7.5
Civitas Institute	https://mediabiasfactcheck.com/civitas-institute/	R	7.25
First in Freedom Daily	https://mediabiasfactcheck.com/first-freedom-daily/	R	7.5
The Resurgent	https://mediabiasfactcheck.com/the-resurgent/	R	7
Freedom Crossroads	https://mediabiasfactcheck.com/freedom-crossroads/	R	6.25
Get Religion	https://mediabiasfactcheck.com/get-religion/	R	6.75
71 Republic	https://mediabiasfactcheck.com/71-republic/	R	4.75
Independent Women's Forum	https://mediabiasfactcheck.com/independent-womens-forum-iwf/	R	6.25
Offgrid Survival	https://mediabiasfactcheck.com/offgrid-survival/	R	7.5
Sonoran News	https://mediabiasfactcheck.com/sonoran-news/	R	6.5
The Daily Defender	https://mediabiasfactcheck.com/the-daily-defender/	R	7
Media Equalizer	https://mediabiasfactcheck.com/media-equalizer/	R	7.5
Turning Point USA	https://mediabiasfactcheck.com/turning-point-usa/	R	7.5
The Advertiser	https://mediabiasfactcheck.com/the-advertiser/	R	7.75
Illinois Policy Institute	https://mediabiasfactcheck.com/illinois-policy-institute/	R	5.75
Bearing Arms	https://mediabiasfactcheck.com/bearing-arms/	R	7
Frontiers of Freedom	https://mediabiasfactcheck.com/frontiers-of-freedom/	R	6.5
Not Liberal	https://mediabiasfactcheck.com/not-liberal/	R	7.5
American Liberty Report	https://mediabiasfactcheck.com/american-liberty-report/	R	6.5
The Citizen Press	https://mediabiasfactcheck.com/the-citizen-press/	R	6
Life Decisions International	https://mediabiasfactcheck.com/life-decisions-international/	R	6.75
Christian News Alert	https://mediabiasfactcheck.com/christian-news-alerts/	R	7.75
American Consequences	https://mediabiasfactcheck.com/american-consequences/	R	6.5
The Millennial Review	https://mediabiasfactcheck.com/the-millennial-review/	R	6
The Tennessee Star	https://mediabiasfactcheck.com/the-tennessee-star/	R	6.5
Acculturated	https://mediabiasfactcheck.com/acculturated/	R	6
FaithWire	https://mediabiasfactcheck.com/faithwire/	R	7
Offended America	https://mediabiasfactcheck.com/offended-america/	R	7.25
Politifeed	https://mediabiasfactcheck.com/politifeed/	R	7.75
Federalist Society	https://mediabiasfactcheck.com/federalist-society/	R	6.25
Sentinel KSMO	https://mediabiasfactcheck.com/sentinel-ksmo/	R	7.25
Crisis Magazine	https://mediabiasfactcheck.com/crisis-magazine/	R	7.25
Mercatornet	https://mediabiasfactcheck.com/mercatornet/	R	6.75
Richochet	https://mediabiasfactcheck.com/richochet/	R	6.75
Liberty Nation	https://mediabiasfactcheck.com/liberty-nation/	R	7.75
New Boston Post	https://mediabiasfactcheck.com/new-boston-post/	R	6.5
Foundation for Defense of Democracies	https://mediabiasfactcheck.com/foundation-defense-democracies/	R	5.5
Far Left Watch	https://mediabiasfactcheck.com/far-left-watch/	R	7.5
The Newly Press	https://mediabiasfactcheck.com/the-newly-press/	R	7.75
Tasnim News Agency	https://mediabiasfactcheck.com/tasnim-news-agency/	R	6.75
NTK Network	https://mediabiasfactcheck.com/ntk-network/	R	7
Conservative Today	https://mediabiasfactcheck.com/conservative-today/	R	7.75
USSA News	https://mediabiasfactcheck.com/ussa-news/	R	7.5
American News Hub	https://mediabiasfactcheck.com/american-news-hub/	R	7
Imprimis	https://mediabiasfactcheck.com/imprimis-hillsdale-college/	R	6.5
Assyrian International News Agency	https://mediabiasfactcheck.com/assyrian-international-news-agency/	R	19.5
The Conservative Nut	https://mediabiasfactcheck.com/the-conservative-nut/	R	6
American Greatness	https://mediabiasfactcheck.com/american-greatness/	R	5.75
Guerrilla News	https://mediabiasfactcheck.com/guerrilla-news/	R	7.75
BrexitCentral	https://mediabiasfactcheck.com/brexitcentral/	R	6.75
The California Republican	https://mediabiasfactcheck.com/the-california-republican/	R	6.5
SharylAttkisson.com	https://mediabiasfactcheck.com/sharylattkisson-com/	R	6.5
Dangerous 	https://mediabiasfactcheck.com/dangerous/	R	7.75
RenewedRight.com	https://mediabiasfactcheck.com/renewedright-com/	R	7.5
Conservative Institute	https://mediabiasfactcheck.com/conservative-institute/	R	5.75
Institute for Family Studies	https://mediabiasfactcheck.com/institute-for-family-studies/	R	5.75
Cambridge Analytica	https://mediabiasfactcheck.com/cambridge-analytica/	R	6.5
Beliefnet	https://mediabiasfactcheck.com/beliefnet/	R	5.75
Quadrant Magazine	https://mediabiasfactcheck.com/quadrant-magazine/	R	7
Kansas Policy Institute	https://mediabiasfactcheck.com/kansas-policy-institute-kpi/	R	6.5
UN Watch	https://mediabiasfactcheck.com/un-watch/	R	6.75
Jewish Policy Center	https://mediabiasfactcheck.com/jewish-policy-center/	R	5.25
Sinclair Broadcast Group	https://mediabiasfactcheck.com/sinclair-broadcast-group/	R	6.25
Lyin' Comey	https://mediabiasfactcheck.com/lyin-comey/	R	7.25
First Things Magazine	https://mediabiasfactcheck.com/first-things-magazine/	R	6.25
StandPoint	https://mediabiasfactcheck.com/standpoint-magazine/	R	7.5
Young Americas Foundation (YAF)	https://mediabiasfactcheck.com/young-americas-foundation-yaf/	R	6
PoliticsNote	https://mediabiasfactcheck.com/politicsnote/	R	7.75
Anadolu Agency	https://mediabiasfactcheck.com/anadolu-agency/	R	6.5
TRT World	https://mediabiasfactcheck.com/trt-world/	R	6.25
The Tehran Times	https://mediabiasfactcheck.com/tehran-times/	R	6
Whatfinger	https://mediabiasfactcheck.com/whatfinger/	R	6.75
The Conservative Woman	https://mediabiasfactcheck.com/the-conservative-woman/	R	7.75
Mehr News Agency	https://mediabiasfactcheck.com/mehr-news-agency/	R	6
Reader's Digest	https://mediabiasfactcheck.com/readers-digest/	R	5.5
Ontario Proud	https://mediabiasfactcheck.com/ontario-proud/	R	6
American News 24/7	https://mediabiasfactcheck.com/american-news-24-7/	R	7.75
Guido Fawkes	https://mediabiasfactcheck.com/guido-fawkes/	R	7.75
Save Jersey	https://mediabiasfactcheck.com/save-jersey/	R	6.25
Deplorables Report	https://mediabiasfactcheck.com/deplorables-report/	R	6.5
Unity News Network	https://mediabiasfactcheck.com/unity-news-network/	R	7.5
Keep and Bear	https://mediabiasfactcheck.com/keep-and-bear/	R	7
Populist Wire	https://mediabiasfactcheck.com/populist-wire/	R	7
Conservative Opinion	https://mediabiasfactcheck.com/conservativeopinion-com/	R	7.5
Accuracy in Academia (AIA)	https://mediabiasfactcheck.com/accuracy-in-academia-aia/	R	6.75
EconomicPolicyJournal.com	https://mediabiasfactcheck.com/economicpolicyjournal-com/	R	6.25
Free Republic	https://mediabiasfactcheck.com/free-republic/	R	7
Citizen Free Press	https://mediabiasfactcheck.com/citizen-free-press/	R	7
Politisite	https://mediabiasfactcheck.com/politisite/	R	6.75
The Post Millennial	https://mediabiasfactcheck.com/the-post-millennial/	R	5.75
PatriotRetort.com	https://mediabiasfactcheck.com/patriotretort-com/	R	7
Lone Conservative	https://mediabiasfactcheck.com/lone-conservative/	R	6.5
Arizona Daily Independent	https://mediabiasfactcheck.com/arizona-daily-independent/	R	6.25
2ndVote	https://mediabiasfactcheck.com/2ndvote/	R	7.5
AltNewsMedia.net	https://mediabiasfactcheck.com/altnewsmedia-net/	R	6.75
Proud Conservative	https://mediabiasfactcheck.com/proud-conservatives/	R	7.5
Eagle PAC	https://mediabiasfactcheck.com/eagle-pac/	R	7.75
The DC Chronicle	https://mediabiasfactcheck.com/the-dc-chronicle/	R	7.5
Republic Report	https://mediabiasfactcheck.com/republic-report/	R	6
The Ohio Star	https://mediabiasfactcheck.com/the-ohio-star/	R	7
Media Trackers	https://mediabiasfactcheck.com/media-trackers/	R	6.75
Patriot News Alerts	https://mediabiasfactcheck.com/patriot-news-alerts/	R	7
Influence Watch	https://mediabiasfactcheck.com/influence-watch/	R	6.5
Great American Politics	https://mediabiasfactcheck.com/great-american-politics/	R	7.875
Axiom News Network	https://mediabiasfactcheck.com/axiom-news-network/	R	7.5
Fake Hate Crimes	https://mediabiasfactcheck.com/fake-hate-crimes/	R	5.75
Albuquerque Journal	https://mediabiasfactcheck.com/albuquerque-journal/	RC	3
Circa News	https://mediabiasfactcheck.com/circa-news/	RC	2.75
MarketWatch	https://mediabiasfactcheck.com/marketwatch/	RC	2.5
Chicago Tribune	https://mediabiasfactcheck.com/chicago-tribune/	RC	3
Pittsburgh Post-Gazette	https://mediabiasfactcheck.com/pittsburgh-post-gazette/	RC	2.5
The Globe and Mail (Toronto)	https://mediabiasfactcheck.com/the-globe-and-mail/	RC	2.75
Vancouver Sun	https://mediabiasfactcheck.com/vancouver-sun/	RC	2.75
American Action Forum	https://mediabiasfactcheck.com/american-action-forum/	RC	4.25
American Council on Science and Health (ACSH)	https://mediabiasfactcheck.com/american-council-on-science-and-health/	RC	3
American Foreign Policy council	https://mediabiasfactcheck.com/american-foreign-policy-council/	RC	3.5
Anti-War	https://mediabiasfactcheck.com/anti-war/	RC	4.75
Arab News	https://mediabiasfactcheck.com/arab-news/	RC	2.75
Arizona Republic	https://mediabiasfactcheck.com/arizona-republic/	RC	3.25
Arkansas Democrat-Gazette	https://mediabiasfactcheck.com/arkansas-democrat-gazette/	RC	3.25
Boston Herald	https://mediabiasfactcheck.com/boston-herald/	RC	2.75
Breaking Defense	https://mediabiasfactcheck.com/breaking-defense/	RC	3.75
Calgary Sun	https://mediabiasfactcheck.com/calgary-sun/	RC	2.75
California Political Review	https://mediabiasfactcheck.com/california-political-review/	RC	4.5
Cato Institute	https://mediabiasfactcheck.com/cato-institute/	RC	4.25
Center for a Stateless Society	https://mediabiasfactcheck.com/center-for-a-stateless-society/	RC	3.75
Center for the National Interest	https://mediabiasfactcheck.com/center-for-the-national-interest/	RC	3.5
Christianity Today	https://mediabiasfactcheck.com/christianity-today/	RC	2.5
Cinncinati Equirer	https://mediabiasfactcheck.com/cincinnati-enquirer/	RC	3
Colorado Springs Gazette	https://mediabiasfactcheck.com/colorado-springs-gazette/	RC	2.75
Columbus Dispatch	https://mediabiasfactcheck.com/columbus-dispatch/	RC	2.75
Competitive Enterprise Institute	https://mediabiasfactcheck.com/competitive-enterprise-institute/	RC	4.75
Council on Foreign Relations	https://mediabiasfactcheck.com/council-on-foreign-relations/	RC	3.25
Daily Press	https://mediabiasfactcheck.com/daily-press/	RC	2.5
Daily Telegraph (UK)	https://mediabiasfactcheck.com/daily-telegraph/	RC	6
Dallas Morning News	https://mediabiasfactcheck.com/dallas-morning-news/	RC	3
Deseret News	https://mediabiasfactcheck.com/deseret-news/	RC	3
Desert Sun	https://mediabiasfactcheck.com/desert-sun/	RC	2.75
Detroit News	https://mediabiasfactcheck.com/detroit-news/	RC	3
Edmonton Sun	https://mediabiasfactcheck.com/edmonton-sun/	RC	2.75
Financial Post	https://mediabiasfactcheck.com/financial-post/	RC	3.25
Florida Times Union	https://mediabiasfactcheck.com/florida-times-union/	RC	3
Forbes	https://mediabiasfactcheck.com/forbes/	RC	4
Foreign Policy Initiative	https://mediabiasfactcheck.com/foreign-policy-initiative/	RC	3.5
Foreign Policy Research Institute	https://mediabiasfactcheck.com/foreign-policy-research-institute/	RC	2.5
Fortune Magazine	https://mediabiasfactcheck.com/fortune-magazine/	RC	2.75
Foundation for Economic Education	https://mediabiasfactcheck.com/foundation-for-economic-education/	RC	3
Franklin Center for Government and Public Integrity	https://mediabiasfactcheck.com/franklin-center-for-government-and-public-integrity/	RC	4.25
Freedom House	https://mediabiasfactcheck.com/freedom-house/	RC	2.75
Grand Rapids Press	https://mediabiasfactcheck.com/grand-rapids-press/	RC	2.75
Group of Thirty	https://mediabiasfactcheck.com/group-of-thirty/	RC	2.5
Gulf News	https://mediabiasfactcheck.com/gulf-news/	RC	3
Herald Sun (AUS)	https://mediabiasfactcheck.com/herald-sun/	RC	3.25
High Point Enterprise	https://mediabiasfactcheck.com/high-point-enterprise/	RC	2.75
Hindu Business Line	https://mediabiasfactcheck.com/the-hindu-business-line/	RC	2.5
Honest Reporting	https://mediabiasfactcheck.com/honest-reporting/	RC	3
Hoover Institution	https://mediabiasfactcheck.com/hoover-institution/	RC	4
Human Progress	https://mediabiasfactcheck.com/human-progress/	RC	4.75
Institute for Humane Studies	https://mediabiasfactcheck.com/institute-for-humane-studies/	RC	2.75
Irish Independent	https://mediabiasfactcheck.com/irish-independent/	RC	3
Israel Hayom	https://mediabiasfactcheck.com/israel-hayom/	RC	3.75
ITV News	https://mediabiasfactcheck.com/itv-news/	RC	2.75
Japan Today	https://mediabiasfactcheck.com/japan-today/	RC	2.5
Las Vegas Review Journal	https://mediabiasfactcheck.com/las-vegas-review-journal/	RC	3.5
Learn Liberty	https://mediabiasfactcheck.com/learn-liberty/	RC	2.75
Lexington Institute	https://mediabiasfactcheck.com/lexington-institute/	RC	2.75
Liberty Viral	https://mediabiasfactcheck.com/liberty-viral/	RC	3.5
London Free Press	https://mediabiasfactcheck.com/london-free-press/	RC	2.5
Mackinac Center for Public Policy	https://mediabiasfactcheck.com/mackinac-center-for-public-policy/	RC	3.5
Maclean's Magazine	https://mediabiasfactcheck.com/macleans-magazine/	RC	3.5
Manhattan Institute for Policy Research	https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/	RC	3.5
Military Times	https://mediabiasfactcheck.com/military-times/	RC	2.75
Mises Daily	https://mediabiasfactcheck.com/mises-daily/	RC	4.5
National Interest	https://mediabiasfactcheck.com/national-interest/	RC	2.5
National Post	https://mediabiasfactcheck.com/national-post/	RC	3.5
New York Post	https://mediabiasfactcheck.com/new-york-post/	RC	5
News Heist	https://mediabiasfactcheck.com/news-heist/	RC	3
News Rescue	https://mediabiasfactcheck.com/news-rescue/	RC	3.5
Oil Price	https://mediabiasfactcheck.com/oil-price/	RC	2.5
Omaha World Herald	https://mediabiasfactcheck.com/omaha-world-herald/	RC	2.75
Orange County Register	https://mediabiasfactcheck.com/orange-county-register/	RC	2.75
Oregonian	https://mediabiasfactcheck.com/oregonian/	RC	2.75
Orlando Sentinel	https://mediabiasfactcheck.com/orlando-sentinel/	RC	3
Pacific Research Institute	https://mediabiasfactcheck.com/pacific-research-institute/	RC	3.25
Peninsula Daily News	https://mediabiasfactcheck.com/peninsula-daily-news/	RC	2.25
Pittsburgh Tribune Review	https://mediabiasfactcheck.com/pittsburgh-tribune-review/	RC	2.5
PolicyEd.org	https://mediabiasfactcheck.com/policyed/	RC	4.5
Punching Bag Post	https://mediabiasfactcheck.com/punchingbag-post/	RC	4
Rare News	https://mediabiasfactcheck.com/rare-news/	RC	3.5
Real Clear Defense	https://mediabiasfactcheck.com/real-clear-defense/	RC	3
Real Clear Investigations	https://mediabiasfactcheck.com/real-clear-investigations/	RC	2.25
Real Clear Politics	https://mediabiasfactcheck.com/real-clear-politics/	RC	3.75
Reason 	https://mediabiasfactcheck.com/reason/	RC	3.75
Red River Valley News	https://mediabiasfactcheck.com/red-river-valley-news/	RC	2.75
Regulation Magazine	https://mediabiasfactcheck.com/regulation-magazine/	RC	4.5
Richmond Times-Dispatch	https://mediabiasfactcheck.com/richmond-times-dispatch/	RC	2.75
Russia Insider	https://mediabiasfactcheck.com/russia-insider/	RC	4.75
Russia News Agency-TASS	https://mediabiasfactcheck.com/russian-news-agency-tass/	RC	3
Salem Radio Network News	https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/	RC	2.75
SOFREP	https://mediabiasfactcheck.com/sofrep/	RC	3
South Florida Sun-Sentinel	https://mediabiasfactcheck.com/south-florida-sun-sentinel/	RC	2.75
Star-Telegram	https://mediabiasfactcheck.com/star-telegram/	RC	3
Statesman Journal	https://mediabiasfactcheck.com/statesman-journal/	RC	3.25
